frame,car,motorcycle,bus,truck
2627,1,0,0,3
2628,1,0,0,3
2629,1,0,0,4
2630,1,0,0,3
2631,1,0,0,3
2632,1,0,0,3
2633,1,0,0,3
2634,2,0,0,1
2635,1,0,0,4
2636,1,0,0,4
2637,1,0,0,5
2638,1,0,0,3
2639,1,0,0,3
2640,1,0,0,3
2641,1,0,0,3
2642,2,0,0,3
2643,1,0,0,3
2644,1,0,0,4
2645,1,0,0,4
2646,1,0,0,4
2647,1,0,0,3
2648,2,0,0,3
2649,2,0,0,3
2650,1,0,0,4
2651,2,0,0,3
2652,1,0,0,4
2653,2,0,0,4
2654,1,0,0,4
2655,1,0,0,4
2656,2,0,0,4
2657,1,0,0,4
2658,1,0,0,4
2659,1,0,0,5
2660,1,0,0,5
2661,2,0,0,3
2662,1,0,0,5
2663,2,0,0,4
2664,1,0,0,4
2665,2,0,0,3
2666,2,1,0,3
2667,2,0,0,3
2668,2,0,0,3
2669,2,0,0,3
2670,2,0,0,3
2671,1,0,0,4
2672,2,0,0,4
2673,2,0,0,4
2674,1,0,0,4
2675,1,0,0,4
2676,1,0,0,3
2677,1,0,0,5
2678,2,0,0,3
2679,1,0,0,5
2680,1,0,0,4
2681,3,0,0,4
2682,1,0,0,3
2683,1,0,0,3
2684,2,0,0,4
2685,1,0,0,3
2686,2,0,0,5
2687,1,0,0,5
2688,1,0,0,4
2689,1,0,0,4
2690,1,0,0,4
2691,1,0,0,4
2692,2,0,0,4
2693,2,2,0,4
2694,1,0,0,4
2695,2,0,0,4
2696,1,0,0,3
2697,1,0,0,4
2698,1,0,0,4
2699,2,0,0,4
2700,2,0,0,4
2701,0,0,0,3
2702,0,0,0,4
2703,0,0,0,3
2704,1,0,0,4
2705,0,0,0,4
2706,0,0,0,4
2707,0,0,0,4
2708,1,0,0,4
2709,0,0,0,4
2710,0,1,0,4
2711,0,1,0,3
2712,0,0,0,5
2713,1,0,0,4
2714,0,1,0,4
2715,0,1,0,4
2716,0,1,0,4
2717,1,0,0,4
2718,0,0,0,3
2719,0,0,0,4
2720,0,0,0,4
2721,0,0,0,4
2722,0,0,0,4
2723,0,0,0,5
2724,0,0,0,4
2725,0,1,0,4
2726,1,1,0,4
2727,0,1,0,4
2728,1,0,0,4
2729,0,1,0,5
2730,0,1,0,4
2731,0,1,0,4
2732,1,2,0,4
2733,0,1,0,4
2734,2,1,0,4
2735,0,3,0,5
2736,1,3,0,4
2737,1,2,0,4
2738,2,3,0,3
2739,1,2,0,2
2740,1,1,0,2
2741,2,3,0,3
2742,2,1,0,3
2743,2,3,0,2
2744,1,2,0,3
2745,1,2,0,3
2746,1,2,0,4
2747,2,3,0,4
2748,1,2,0,2
2749,0,3,0,4
2750,1,3,0,2
2751,1,3,0,3
2752,0,3,0,4
2753,1,3,0,4
2754,1,2,0,4
2755,1,2,0,3
2756,1,2,0,3
2757,1,2,0,4
2758,1,2,0,4
2759,1,2,0,4
2760,1,3,0,3
2761,1,3,0,4
2762,1,3,0,3
2763,0,1,0,4
2764,1,1,0,4
2765,1,1,0,2
2766,1,1,0,2
2767,1,2,0,3
2768,1,3,0,2
2769,1,1,0,2
2770,1,2,0,3
2771,1,2,0,2
2772,1,3,0,3
2773,2,2,0,3
2774,1,1,0,1
2775,1,3,0,2
2776,1,3,0,2
2777,1,2,0,2
2778,1,2,0,2
2779,1,3,0,1
2780,1,1,0,1
2781,1,4,0,1
2782,1,3,0,1
2783,1,3,0,1
2784,1,4,0,1
2785,1,4,0,1
2786,1,3,0,1
2787,1,2,0,1
2788,1,4,0,1
2789,1,4,0,1
2790,1,3,0,1
2791,1,1,0,1
2792,1,3,0,1
2793,1,2,0,1
2794,1,5,0,2
2795,1,1,0,1
2796,1,4,0,1
2797,2,4,0,1
2798,2,2,0,1
2799,1,4,0,1
2800,1,2,0,0
2801,1,5,0,1
2802,2,3,0,1
2803,2,4,0,2
2804,2,4,0,3
2805,2,3,0,0
2806,2,3,0,0
2807,1,2,0,1
2808,2,4,0,0
2809,1,3,0,1
2810,1,3,0,0
2811,2,3,0,0
2812,3,3,0,0
2813,2,3,0,0
2814,2,4,0,0
2815,2,3,0,0
2816,3,3,0,0
2817,1,3,0,1
2818,2,2,0,1
2819,2,3,0,1
2820,2,2,0,1
2821,2,2,0,1
2822,2,2,0,0
2823,2,3,0,1
2824,1,2,0,0
2825,2,3,0,0
2826,2,3,0,0
2827,2,3,0,0
2828,2,3,0,0
2829,1,2,0,0
2830,2,3,0,1
2831,1,4,0,0
2832,1,2,0,0
2833,1,2,0,1
2834,1,2,0,1
2835,1,4,0,1
2836,1,2,0,0
2837,1,2,0,0
2838,1,2,0,0
2839,0,2,0,0
2840,0,2,0,0
2841,0,2,0,0
2842,0,2,0,1
2843,0,0,0,1
2844,0,1,0,0
2845,0,0,0,0
2846,0,1,0,0
2847,0,1,0,0
2848,0,1,0,0
2849,0,0,0,0
2850,0,1,0,0
2851,0,2,0,1
2852,0,2,0,1
2853,0,2,0,1
2854,0,1,0,1
2855,0,1,0,1
2856,0,1,0,1
2857,0,1,0,1
2858,0,2,0,1
2859,0,2,0,1
2860,0,3,0,1
2861,0,4,0,1
2862,0,2,0,1
2863,0,2,0,1
2864,0,2,0,1
2865,1,3,0,1
2866,0,2,0,1
2867,0,3,0,1
2868,0,3,0,1
2869,1,3,0,1
2870,1,3,0,1
2871,0,3,0,1
2872,0,3,0,1
2873,0,3,0,1
2874,0,2,0,1
2875,0,2,0,1
2876,1,2,0,1
2877,1,3,0,1
2878,0,4,0,1
2879,1,3,0,1
2880,1,4,0,0
2881,0,6,0,0
2882,1,6,0,1
2883,3,6,0,1
2884,0,7,0,0
2885,1,5,0,1
2886,0,5,0,1
2887,0,6,0,0
2888,0,7,0,1
2889,2,5,0,1
2890,2,7,0,2
2891,0,6,0,1
2892,0,5,0,2
2893,0,6,0,2
2894,0,6,0,2
2895,0,7,0,2
2896,0,4,0,2
2897,0,6,0,1
2898,0,8,0,1
2899,0,5,0,0
2900,0,4,0,0
2901,0,4,0,0
2902,0,5,0,0
2903,0,4,0,1
2904,0,4,0,0
2905,0,3,0,0
2906,0,3,0,0
2907,0,4,0,0
2908,0,5,0,0
2909,0,5,0,0
2910,0,4,0,0
2911,0,3,0,0
2912,0,4,0,0
2913,0,3,0,1
2914,0,3,0,2
2915,0,2,0,1
2916,0,2,0,2
2917,0,2,0,0
2918,2,3,0,1
2919,1,5,0,1
2920,0,4,0,1
2921,0,3,0,1
2922,0,3,0,1
2923,1,3,0,1
2924,2,3,0,2
2925,0,5,0,2
2926,1,6,0,0
2927,1,4,0,1
2928,1,4,0,1
2929,1,4,0,0
2930,0,3,0,1
2931,0,4,0,1
2932,1,3,0,1
2933,2,4,0,2
2934,3,3,0,2
2935,2,2,0,2
2936,2,2,0,2
2937,2,1,0,0
2938,3,4,0,0
2939,3,2,0,1
2940,2,3,0,1
2941,1,5,0,1
2942,0,3,0,1
2943,1,4,0,1
2944,0,4,0,1
2945,1,3,0,1
2946,1,4,0,2
2947,1,5,0,2
2948,1,4,0,2
2949,0,3,0,0
2950,0,4,0,2
2951,1,4,0,2
2952,1,2,0,2
2953,0,3,0,2
2954,0,3,0,1
2955,1,4,0,2
2956,1,3,0,2
2957,0,4,0,1
2958,0,3,0,1
2959,0,3,0,1
2960,0,2,0,1
2961,2,3,0,1
2962,3,2,0,1
2963,1,3,0,1
2964,1,4,0,1
2965,1,5,0,2
2966,1,4,0,2
2967,1,4,0,2
2968,1,4,0,2
2969,1,4,0,3
2970,1,4,0,3
2971,2,3,0,2
2972,1,2,0,2
2973,0,2,0,1
2974,0,2,0,1
2975,0,2,0,2
2976,0,2,0,1
2977,0,2,0,2
2978,0,2,0,1
2979,1,2,0,2
2980,0,2,0,2
2981,0,1,0,1
2982,1,1,0,2
2983,1,1,0,3
2984,0,1,0,2
2985,2,2,0,2
2986,2,2,0,3
2987,2,1,0,2
2988,2,3,0,2
2989,1,2,0,3
2990,2,2,0,2
2991,2,2,0,2
2992,2,2,0,2
2993,2,2,0,2
2994,1,2,0,3
2995,1,2,0,2
2996,1,2,0,3
2997,2,2,0,3
2998,1,2,0,3
2999,1,3,0,3
3000,1,1,1,2
3001,1,1,0,2
3002,2,1,0,3
3003,1,1,0,3
3004,1,1,0,3
3005,1,1,0,3
3006,1,2,0,3
3007,3,3,0,2
3008,2,2,0,2
3009,1,2,0,3
3010,2,2,0,3
3011,1,2,0,3
3012,1,3,0,3
3013,1,2,0,3
3014,2,1,0,3
3015,2,1,0,3
3016,1,1,0,3
3017,2,1,0,3
3018,1,1,0,3
3019,1,1,0,3
3020,1,1,0,3
3021,2,1,0,3
3022,1,1,0,3
3023,1,1,0,3
3024,1,1,0,3
3025,1,1,0,3
3026,1,1,0,3
3027,1,1,0,3
3028,2,1,0,3
3029,2,1,0,3
3030,2,1,0,3
3031,2,1,0,3
3032,3,2,0,3
3033,1,1,0,3
3034,1,2,0,3
3035,3,2,0,3
3036,3,2,0,3
3037,2,2,0,3
3038,3,2,0,3
3039,3,2,0,3
3040,3,2,0,3
3041,3,2,0,3
3042,3,1,0,3
3043,3,1,0,3
3044,3,1,0,4
3045,3,1,0,3
3046,3,1,0,4
3047,3,1,0,2
3048,3,1,0,3
3049,4,1,0,3
3050,3,1,0,4
3051,2,1,0,3
3052,2,2,0,2
3053,2,1,0,3
3054,1,1,0,4
3055,2,0,0,2
3056,3,2,0,3
3057,2,2,0,4
3058,1,1,0,3
3059,1,1,0,3
3060,1,2,0,3
3061,2,3,0,1
3062,2,1,0,3
3063,4,2,0,2
3064,2,1,0,3
3065,2,3,0,3
3066,3,3,0,3
3067,2,2,0,3
3068,2,3,0,3
3069,2,1,0,3
3070,2,2,0,3
3071,2,2,0,3
3072,2,2,0,3
3073,2,1,0,3
3074,2,1,0,3
3075,2,2,0,3
3076,2,2,0,3
3077,2,2,0,3
3078,2,2,0,3
3079,4,2,0,3
3080,4,2,0,3
3081,2,3,0,3
3082,3,2,0,3
3083,3,2,0,3
3084,3,3,0,3
3085,2,2,0,3
3086,3,2,0,3
3087,2,1,0,3
3088,2,1,0,3
3089,2,1,0,3
3090,2,1,0,3
3091,2,1,0,3
3092,3,1,0,2
3093,2,1,0,3
3094,3,1,0,3
3095,2,1,0,3
3096,3,1,0,2
3097,2,2,0,2
3098,2,1,0,2
3099,3,1,0,3
3100,2,2,0,2
3101,2,2,0,2
3102,2,4,0,2
3103,2,1,0,2
3104,2,2,0,2
3105,3,2,1,2
3106,2,2,1,2
3107,2,0,1,3
3108,2,2,1,2
3109,2,2,0,2
3110,2,4,1,2
3111,2,2,0,2
3112,2,2,0,2
3113,2,1,0,2
3114,2,1,0,2
3115,2,2,1,2
3116,2,2,1,2
3117,2,1,0,2
3118,2,1,1,2
3119,2,2,0,2
3120,2,1,1,2
3121,2,1,0,3
3122,2,1,1,2
3123,2,1,1,3
3124,2,1,0,3
3125,3,2,0,2
3126,3,2,0,2
3127,2,1,0,2
3128,2,2,0,2
3129,2,2,0,2
3130,2,2,0,2
3131,2,1,1,2
3132,2,2,0,2
3133,2,2,0,2
3134,2,1,1,2
3135,3,2,1,2
3136,2,2,0,2
3137,2,3,2,1
3138,2,2,1,2
3139,2,1,0,2
3140,2,2,0,1
3141,2,2,0,3
3142,2,2,1,3
3143,3,2,0,2
3144,2,2,1,2
3145,2,2,0,3
3146,2,2,0,2
3147,2,2,0,3
3148,2,2,0,2
3149,2,2,1,2
3150,2,2,0,2
3151,5,2,0,2
3152,4,2,0,2
3153,4,2,0,2
3154,4,1,0,2
3155,4,1,0,2
3156,4,2,0,2
3157,4,2,0,3
3158,4,2,0,2
3159,3,1,0,2
3160,3,2,0,2
3161,3,1,0,1
3162,3,2,0,2
3163,3,2,1,2
3164,4,2,0,2
3165,5,1,0,2
3166,4,2,0,1
3167,2,1,0,2
3168,4,1,0,2
3169,4,3,0,2
3170,4,2,0,2
3171,4,2,1,2
3172,4,3,0,2
3173,2,2,0,2
3174,3,2,0,1
3175,3,2,0,1
3176,3,3,0,1
3177,3,3,0,2
3178,3,4,0,2
3179,2,2,0,3
3180,3,2,0,4
3181,1,3,0,4
3182,1,2,0,2
3183,1,1,0,1
3184,1,2,0,3
3185,1,1,0,2
3186,2,2,0,4
3187,4,2,0,3
3188,2,2,0,2
3189,2,2,0,2
3190,2,1,0,1
3191,3,1,0,2
3192,3,1,0,2
3193,4,1,0,5
3194,3,1,0,4
3195,4,2,0,4
3196,4,1,0,5
3197,3,1,0,4
3198,2,1,0,5
3199,2,1,0,4
3200,3,1,0,3
3201,3,1,0,3
3202,2,1,0,4
3203,2,1,0,4
3204,2,1,0,3
3205,2,1,0,3
3206,2,1,0,3
3207,3,1,0,3
3208,2,0,0,3
3209,5,0,0,3
3210,3,0,0,3
3211,3,0,0,3
3212,3,0,0,3
3213,2,0,0,3
3214,2,0,0,4
3215,2,0,0,3
3216,2,0,0,3
3217,2,0,0,3
3218,2,0,0,3
3219,3,0,0,4
3220,3,0,0,3
3221,3,0,0,3
3222,3,0,0,4
3223,3,1,0,3
3224,3,1,0,4
3225,3,1,0,3
3226,3,1,0,3
3227,4,2,0,3
3228,4,1,0,3
3229,4,1,0,3
3230,3,1,0,3
3231,4,1,0,3
3232,3,1,0,3
3233,3,1,0,4
3234,4,1,0,4
3235,4,2,0,5
3236,4,1,0,3
3237,5,1,0,4
3238,4,2,0,4
3239,5,1,0,3
3240,4,1,0,3
3241,4,1,0,3
3242,5,1,0,3
3243,4,1,0,4
3244,4,0,0,4
3245,4,0,0,6
3246,4,0,0,4
3247,3,0,0,6
3248,3,0,0,3
3249,4,0,0,2
3250,4,0,0,2
3251,5,0,0,3
3252,5,0,0,3
3253,5,0,0,3
3254,5,0,0,1
3255,5,0,0,3
3256,4,0,0,2
3257,5,0,0,1
3258,5,0,0,2
3259,7,0,0,1
3260,5,1,0,2
3261,5,0,0,1
3262,4,0,0,1
3263,5,0,0,1
3264,3,0,0,2
3265,7,0,0,1
3266,6,0,0,1
3267,4,0,0,2
3268,3,0,0,1
3269,3,0,0,1
3270,3,0,0,2
3271,6,0,0,1
3272,5,0,0,1
3273,3,0,0,1
3274,4,0,0,2
3275,5,0,0,1
3276,5,0,0,1
3277,3,0,0,2
3278,2,0,0,2
3279,3,0,0,2
3280,4,0,0,2
3281,3,0,0,3
3282,3,0,0,3
3283,4,0,0,4
3284,4,0,0,4
3285,4,0,0,3
3286,5,0,0,3
3287,4,0,0,3
3288,4,0,0,3
3289,3,0,0,3
3290,3,0,0,3
3291,4,0,0,3
3292,4,0,1,3
3293,3,0,1,3
3294,4,0,1,3
3295,4,0,0,4
3296,3,0,0,4
3297,3,0,0,3
3298,1,0,1,3
3299,2,0,1,4
3300,3,0,1,3
3301,3,0,1,4
3302,3,0,1,5
3303,4,0,1,4
3304,3,0,1,3
3305,2,0,1,4
3306,2,0,0,4
3307,2,0,0,4
3308,2,0,1,4
3309,2,0,1,3
3310,2,0,0,3
3311,2,0,0,3
3312,2,0,0,3
3313,2,0,1,4
3314,2,0,2,3
3315,2,0,1,3
3316,2,0,2,3
3317,1,0,2,3
3318,3,0,3,3
3319,4,0,1,3
3320,3,0,2,3
3321,3,0,1,3
3322,3,0,1,3
3323,3,1,0,4
3324,2,1,0,4
3325,3,1,1,3
3326,3,1,0,2
3327,2,1,0,2
3328,2,1,0,1
3329,2,1,0,3
3330,2,1,0,2
3331,3,1,0,3
3332,3,1,0,2
3333,3,1,0,3
3334,4,1,0,3
3335,3,1,1,3
3336,2,1,1,3
3337,4,1,0,5
3338,4,1,0,4
3339,6,1,0,2
3340,6,1,0,2
3341,5,1,0,3
3342,5,1,0,2
3343,3,1,0,3
3344,4,1,0,3
3345,4,1,0,3
3346,2,1,0,4
3347,4,1,0,3
3348,4,1,0,4
3349,4,1,0,3
3350,3,1,0,3
3351,4,1,0,3
3352,4,1,0,3
3353,4,1,1,3
3354,4,1,1,3
3355,2,1,1,3
3356,4,1,1,3
3357,4,1,1,3
3358,5,1,1,3
3359,3,1,1,2
3360,4,1,1,1
3361,5,1,1,2
3362,5,1,2,2
3363,5,1,1,3
3364,7,1,1,2
3365,6,2,1,2
3366,6,1,1,2
3367,4,1,1,3
3368,5,2,1,3
3369,6,1,1,3
3370,5,1,1,2
3371,5,1,1,1
3372,5,1,1,1
3373,6,1,0,2
3374,5,1,1,3
3375,4,2,0,3
3376,3,1,1,2
3377,5,2,1,3
3378,5,1,0,1
3379,3,2,1,2
3380,3,1,1,2
3381,3,1,1,1
3382,3,1,1,2
3383,3,1,1,1
3384,4,2,1,1
3385,3,2,1,2
3386,2,2,1,2
3387,3,1,1,3
3388,4,2,1,3
3389,3,1,1,3
3390,4,2,1,3
3391,2,1,1,3
3392,4,1,1,3
3393,4,1,1,3
3394,6,1,1,2
3395,5,1,1,1
3396,5,1,1,3
3397,5,1,1,2
3398,5,1,1,2
3399,6,1,1,3
3400,5,1,1,2
3401,6,1,1,4
3402,7,1,0,2
3403,8,1,1,1
3404,7,1,1,2
3405,7,1,1,0
3406,7,1,1,2
3407,7,1,1,2
3408,7,1,1,2
3409,6,1,1,2
3410,4,1,0,2
3411,6,1,1,1
3412,5,1,1,2
3413,6,1,1,2
3414,5,1,1,2
3415,4,1,1,3
3416,4,1,1,3
3417,3,1,1,2
3418,3,2,1,2
3419,3,2,1,3
3420,3,2,1,3
3421,5,1,0,3
3422,4,1,0,3
3423,4,2,1,3
3424,3,2,0,3
3425,3,2,0,3
3426,3,1,1,3
3427,4,1,1,3
3428,6,2,1,3
3429,5,1,0,2
3430,6,2,1,1
3431,6,1,1,2
3432,6,1,0,2
3433,4,1,2,3
3434,6,1,0,3
3435,6,1,0,3
3436,6,1,3,2
3437,6,1,1,2
3438,6,1,0,2
3439,7,1,0,2
3440,7,1,0,2
3441,7,1,0,3
3442,7,1,0,2
3443,7,2,0,1
3444,5,1,1,2
3445,4,2,1,1
3446,4,1,1,2
3447,4,1,2,2
3448,4,1,2,1
3449,4,2,1,2
3450,4,2,1,1
3451,4,1,1,2
3452,4,2,1,1
3453,4,1,2,1
3454,4,1,2,1
3455,4,2,1,1
3456,5,1,2,1
3457,4,1,1,1
3458,5,1,2,0
3459,5,1,2,1
3460,5,1,2,0
3461,5,1,2,1
3462,6,1,1,1
3463,5,1,2,1
3464,5,1,2,1
3465,5,2,0,1
3466,5,2,0,1
3467,5,2,1,1
3468,5,0,1,2
3469,6,1,0,2
3470,6,1,0,2
3471,6,1,0,1
3472,5,1,0,1
3473,5,0,0,2
3474,5,1,0,2
3475,5,0,0,2
3476,3,1,0,2
3477,4,1,0,2
3478,5,0,0,2
3479,6,1,1,1
3480,6,1,0,2
3481,6,1,0,2
3482,2,1,0,1
3483,2,1,0,2
3484,2,1,0,2
3485,5,0,0,2
3486,2,1,0,2
3487,5,1,0,2
3488,4,1,0,2
3489,4,0,0,2
3490,4,1,0,2
3491,5,0,0,1
3492,4,1,0,2
3493,4,1,0,1
3494,4,1,0,1
3495,4,1,0,2
3496,3,1,0,2
3497,2,1,0,0
3498,2,2,0,0
3499,3,3,0,1
3500,3,3,0,1
3501,3,1,0,1
3502,2,1,0,1
3503,3,1,0,1
3504,3,2,0,1
3505,3,1,0,1
3506,3,2,0,1
3507,2,2,0,1
3508,2,1,0,1
3509,1,1,0,1
3510,1,1,0,1
3511,2,1,0,1
3512,3,1,0,0
3513,2,1,0,1
3514,3,1,0,1
3515,3,1,0,1
3516,2,3,0,1
3517,2,2,0,1
3518,2,2,0,1
3519,1,2,0,1
3520,1,3,0,1
3521,2,3,0,1
3522,2,4,0,1
3523,2,5,0,1
3524,2,4,0,1
3525,5,4,0,0
3526,2,4,0,1
3527,2,3,0,1
3528,1,3,0,1
3529,2,2,0,1
3530,2,2,0,1
3531,3,3,0,1
3532,1,3,0,1
3533,2,1,0,1
3534,2,1,0,1
3535,3,0,1,0
3536,2,1,1,0
3537,3,2,0,0
3538,2,2,0,0
3539,2,1,0,0
3540,3,2,0,0
3541,3,3,0,0
3542,3,3,0,0
3543,3,3,0,0
3544,1,3,0,1
3545,1,3,0,0
3546,1,4,0,0
3547,1,3,0,1
3548,1,2,0,1
3549,1,3,0,0
3550,1,2,0,0
3551,1,2,0,1
3552,2,2,0,1
3553,1,2,0,1
3554,1,3,0,1
3555,1,2,0,1
3556,1,1,0,1
3557,0,1,0,1
3558,0,1,0,1
3559,1,1,0,1
3560,1,2,0,1
3561,1,1,0,1
3562,2,1,0,1
3563,3,1,0,1
3564,3,1,0,1
3565,3,3,0,0
3566,3,1,0,1
3567,3,3,0,1
3568,1,4,0,1
3569,1,3,0,1
3570,0,3,0,1
3571,2,3,0,0
3572,0,2,0,1
3573,0,2,0,0
3574,0,2,0,0
3575,0,1,0,0
3576,0,2,0,0
3577,0,2,0,0
3578,0,2,0,1
3579,0,2,0,1
3580,1,3,0,1
3581,2,3,0,0
3582,2,1,0,0
3583,2,2,0,0
3584,3,2,0,0
3585,2,3,0,0
3586,2,3,0,0
3587,3,3,0,0
3588,3,3,0,0
3589,2,3,0,0
3590,1,3,0,0
3591,1,3,0,0
3592,1,3,0,0
3593,3,3,0,0
3594,2,3,0,0
3595,1,1,0,1
3596,2,4,0,1
3597,1,2,0,1
3598,3,3,0,1
3599,4,3,0,1
3600,3,3,0,1
3601,2,3,0,0
3602,1,3,0,0
3603,2,4,0,0
3604,2,3,0,0
3605,2,3,0,0
3606,2,3,0,0
3607,2,3,0,0
3608,2,3,0,0
3609,1,3,0,0
3610,1,3,0,0
3611,0,4,0,0
3612,2,3,0,0
3613,0,3,0,1
3614,1,3,0,1
3615,1,3,0,0
3616,0,4,0,0
3617,2,4,0,0
3618,1,4,0,0
3619,0,4,0,0
3620,1,4,0,0
3621,2,3,0,1
3622,1,3,0,0
3623,1,3,0,1
3624,1,3,0,1
3625,0,3,0,1
3626,0,5,0,1
3627,1,4,0,0
3628,1,2,0,0
3629,0,2,0,0
3630,1,3,0,0
3631,2,3,0,0
3632,1,3,0,0
3633,0,5,0,0
3634,0,2,0,0
3635,0,2,0,0
3636,0,3,0,0
3637,0,3,0,0
3638,0,3,0,0
3639,0,2,0,0
3640,1,2,0,0
3641,1,2,0,0
3642,1,3,0,0
3643,1,2,0,0
3644,1,2,0,0
3645,2,2,0,0
3646,2,2,0,0
3647,2,2,0,0
3648,1,2,0,0
3649,1,2,0,0
3650,1,2,0,0
3651,2,2,0,0
3652,1,2,0,0
3653,1,1,0,0
3654,1,2,0,0
3655,3,3,0,0
3656,1,2,0,0
3657,2,2,0,0
3658,1,2,0,0
3659,1,2,0,0
3660,1,2,0,0
3661,1,2,0,0
3662,1,2,0,0
3663,1,2,0,0
3664,1,2,0,0
3665,1,2,0,0
3666,1,2,0,0
3667,1,2,0,0
3668,0,2,0,0
3669,1,2,0,0
3670,1,2,0,0
3671,2,2,0,0
3672,2,2,0,0
3673,1,2,0,0
3674,1,2,0,0
3675,1,2,0,0
3676,1,2,0,0
3677,1,1,0,0
3678,1,1,0,0
3679,1,2,0,0
3680,1,1,0,0
3681,1,1,0,0
3682,1,1,0,0
3683,1,1,0,0
3684,1,1,0,0
3685,1,1,0,0
3686,1,1,0,0
3687,1,1,0,0
3688,1,1,0,0
3689,1,1,0,0
3690,0,1,0,0
3691,1,1,0,0
3692,1,2,0,0
3693,1,2,0,0
3694,1,3,0,0
3695,1,2,0,0
3696,1,2,0,0
3697,1,3,0,0
3698,1,2,0,0
3699,1,2,0,0
3700,1,2,0,0
3701,0,3,0,0
3702,0,3,0,0
3703,0,2,0,0
3704,0,2,0,0
3705,0,2,0,0
3706,0,2,0,0
3707,0,2,0,0
3708,0,2,0,0
3709,0,3,0,0
3710,0,2,0,0
3711,0,3,0,0
3712,0,3,0,0
3713,0,3,0,0
3714,0,2,0,0
3715,0,2,0,0
3716,0,2,0,0
3717,0,1,0,0
3718,0,2,0,0
3719,0,2,0,0
3720,0,1,0,0
3721,0,2,0,0
3722,0,1,0,0
3723,0,1,0,0
3724,0,1,0,0
3725,0,1,0,0
3726,0,1,0,0
3727,0,1,0,0
3728,0,2,0,0
3729,0,1,0,0
3730,0,2,0,0
3731,0,2,0,0
3732,0,1,0,0
3733,0,1,0,0
3734,0,1,0,0
3735,0,2,0,0
3736,0,1,0,0
3737,0,1,0,0
3738,0,1,0,0
3739,0,2,0,0
3740,0,1,0,0
3741,0,1,0,0
3742,0,1,0,0
3743,0,1,0,0
3744,0,1,0,0
3745,0,1,0,0
3746,0,1,0,0
3747,0,1,0,0
3748,0,1,0,0
3749,0,1,0,0
3750,0,1,0,0
3751,2,1,0,0
3752,1,1,0,0
3753,1,2,0,0
3754,1,1,0,0
3755,2,1,0,0
3756,1,1,0,0
3757,2,1,0,0
3758,1,1,0,0
3759,1,1,0,0
3760,2,2,0,0
3761,1,1,0,0
3762,1,1,0,0
3763,1,1,0,0
3764,1,1,0,0
3765,2,1,0,0
3766,1,1,0,0
3767,2,1,0,0
3768,0,1,0,0
3769,1,2,0,0
3770,3,3,0,0
3771,3,2,0,0
3772,2,2,0,0
3773,0,1,0,0
3774,2,3,0,0
3775,4,2,0,0
3776,1,2,0,0
3777,2,1,0,0
3778,5,1,0,0
3779,3,2,0,0
3780,3,2,0,0
3781,4,2,0,0
3782,3,1,0,0
3783,1,1,0,0
3784,2,1,0,0
3785,4,1,0,0
3786,3,1,0,0
3787,2,1,0,0
3788,2,1,0,0
3789,2,1,0,0
3790,1,1,0,0
3791,2,1,0,0
3792,2,1,0,0
3793,2,1,0,0
3794,2,1,0,0
3795,3,1,0,0
3796,3,1,0,0
3797,3,1,0,0
3798,3,1,0,0
3799,3,1,0,0
3800,3,1,0,0
3801,2,1,0,0
3802,0,1,0,0
3803,1,1,0,0
3804,1,1,0,0
3805,2,1,0,0
3806,2,1,0,0
3807,2,1,0,0
3808,2,1,0,0
3809,2,1,0,0
3810,1,1,0,0
3811,2,1,0,0
3812,2,1,0,0
3813,2,1,0,0
3814,2,2,0,0
3815,2,2,0,0
3816,3,1,0,0
3817,3,1,0,0
3818,3,2,0,0
3819,4,1,0,0
3820,2,2,0,0
3821,2,1,0,0
3822,2,1,0,0
3823,2,1,0,0
3824,3,1,0,0
3825,3,2,0,0
3826,3,1,0,0
3827,2,1,0,0
3828,2,1,0,0
3829,2,1,0,0
3830,1,1,0,0
3831,2,2,0,0
3832,2,2,0,0
3833,2,2,0,0
3834,2,1,0,0
3835,2,2,0,0
3836,1,2,0,1
3837,2,1,0,1
3838,2,1,0,0
3839,2,1,0,0
3840,2,2,0,0
3841,2,2,0,0
3842,2,1,0,1
3843,3,1,0,1
3844,2,1,0,1
3845,3,1,0,1
3846,2,1,0,1
3847,3,1,0,1
3848,1,1,0,1
3849,2,1,0,1
3850,2,1,0,1
3851,0,1,0,1
3852,1,1,0,1
3853,2,1,0,1
3854,2,1,0,1
3855,4,1,0,1
3856,4,1,0,1
3857,3,1,0,1
3858,4,1,0,1
3859,2,1,0,1
3860,3,1,0,1
3861,2,0,0,1
3862,2,0,0,1
3863,2,0,0,1
3864,3,0,0,1
3865,2,0,0,1
3866,2,0,0,1
3867,2,0,0,1
3868,3,0,0,1
3869,3,0,0,1
3870,3,0,0,1
3871,3,0,0,1
3872,3,0,0,1
3873,2,0,0,1
3874,4,0,0,1
3875,4,0,0,1
3876,4,0,0,2
3877,3,0,0,1
3878,3,0,0,0
3879,3,0,0,1
3880,3,0,0,1
3881,3,0,0,2
3882,3,0,0,2
3883,4,0,0,2
3884,2,0,0,2
3885,2,0,0,2
3886,1,0,0,2
3887,1,0,0,2
3888,2,0,0,2
3889,0,0,0,2
3890,0,0,0,2
3891,0,0,0,2
3892,1,0,0,2
3893,1,0,0,2
3894,0,0,0,2
3895,0,0,0,2
3896,0,0,0,2
3897,0,0,0,2
